command,kind,type,default,prefix,module,platform_text,runtime_editable,startup_only,in_default_engine,in_scalability,scalability_group,scalability_sections,usage,help,flags
foliage.DensityScale,CVar,float,1.0,foliage,景观/植被,All,true,false,false,true,true,FoliageQuality@0;FoliageQuality@1;FoliageQuality@2;FoliageQuality@3;FoliageQuality@Cine,`foliage.DensityScale=<值>` / `foliage.DensityScale <值>` 或 INI 中配置,Controls the amount of foliage to render. Foliage must opt-in to density scaling through the foliage type.,ECVF_Scalability
r.AmbientOcclusionLevels,CVar,int32,-1,r,GI,All,true,false,false,true,true,PostProcessQuality@0;PostProcessQuality@1;PostProcessQuality@2;PostProcessQuality@3;PostProcessQuality@Cine,`r.AmbientOcclusionLevels=<值>` / `r.AmbientOcclusionLevels <值>` 或 INI 中配置,Defines how many mip levels are using during the ambient occlusion calculation. This is useful when tweaking the algorithm.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.AmbientOcclusionMaxQuality,CVar,float,100.0f,r,GI,All,true,false,false,true,true,PostProcessQuality@0;PostProcessQuality@1;PostProcessQuality@2;PostProcessQuality@3;PostProcessQuality@Cine,`r.AmbientOcclusionMaxQuality=<值>` / `r.AmbientOcclusionMaxQuality <值>` 或 INI 中配置,Defines the max clamping value from the post process volume's quality level for ScreenSpace Ambient Occlusion\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.AmbientOcclusionMipLevelFactor,CVar,float,0.5f,r,GI,All,true,false,false,true,true,PostProcessQuality@0;PostProcessQuality@1;PostProcessQuality@2;PostProcessQuality@3;PostProcessQuality@Cine,`r.AmbientOcclusionMipLevelFactor=<值>` / `r.AmbientOcclusionMipLevelFactor <值>` 或 INI 中配置,Controls mipmap level according to the SSAO step id\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.AmbientOcclusionRadiusScale,CVar,float,1.0f,r,GI,All,true,false,false,true,true,PostProcessQuality@0;PostProcessQuality@1;PostProcessQuality@2;PostProcessQuality@3;PostProcessQuality@Cine,`r.AmbientOcclusionRadiusScale=<值>` / `r.AmbientOcclusionRadiusScale <值>` 或 INI 中配置,,ECVF_Scalability | ECVF_RenderThreadSafe
r.AnisotropicMaterials,CVar,string,,r,材质,All,true,false,false,true,true,ShadingQuality@0;ShadingQuality@1;ShadingQuality@2;ShadingQuality@3;ShadingQuality@Cine,`r.AnisotropicMaterials=<值>` / `r.AnisotropicMaterials <值>` 或 INI 中配置,Whether anisotropic BRDF is used for material with anisotropy.,ECVF_Scalability | ECVF_RenderThreadSafe
r.AOQuality,CVar,string,,r,GI,All,true,false,false,true,true,GlobalIlluminationQuality@0;GlobalIlluminationQuality@1;GlobalIlluminationQuality@2;GlobalIlluminationQuality@3;GlobalIlluminationQuality@Cine,`r.AOQuality=<值>` / `r.AOQuality <值>` 或 INI 中配置,Defines the distance field AO method which allows to adjust for quality or performance.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.Bloom.ScreenPercentage,CVar,float,100.0f,r,后处理,All,true,false,false,true,true,PostProcessQuality@0;PostProcessQuality@1;PostProcessQuality@2;PostProcessQuality@3;PostProcessQuality@Cine,`r.Bloom.ScreenPercentage=<值>` / `r.Bloom.ScreenPercentage <值>` 或 INI 中配置,Controles the axis resolution of the FFT convolution for bloom.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.BloomQuality,CVar,int32,5,r,后处理,All,true,false,false,true,true,PostProcessQuality@0;PostProcessQuality@1;PostProcessQuality@2;PostProcessQuality@3;PostProcessQuality@Cine,`r.BloomQuality=<值>` / `r.BloomQuality <值>` 或 INI 中配置,,ECVF_Scalability | ECVF_RenderThreadSafe
r.CapsuleShadows,CVar,string,,r,阴影,All,true,false,false,true,true,ShadowQuality@0;ShadowQuality@1;ShadowQuality@2;ShadowQuality@3;ShadowQuality@Cine,`r.CapsuleShadows=<值>` / `r.CapsuleShadows <值>` 或 INI 中配置,Whether to allow capsule shadowing on skinned components with bCastCapsuleDirectShadow or bCastCapsuleIndirectShadow enabled.,ECVF_Scalability | ECVF_RenderThreadSafe
r.ContactShadows,CVar,int32,1,r,阴影,All,true,false,false,true,true,ShadowQuality@0;ShadowQuality@1;ShadowQuality@2;ShadowQuality@3,`r.ContactShadows=<值>` / `r.ContactShadows <值>` 或 INI 中配置,,ECVF_Scalability | ECVF_RenderThreadSafe
r.DepthOfFieldQuality,CVar,int32,2,r,后处理,All,true,false,false,true,true,PostProcessQuality@0;PostProcessQuality@1;PostProcessQuality@2;PostProcessQuality@3;PostProcessQuality@Cine,`r.DepthOfFieldQuality=<值>` / `r.DepthOfFieldQuality <值>` 或 INI 中配置,,ECVF_Scalability | ECVF_RenderThreadSafe
r.DetailMode,CVar,int32,3,r,材质,All,true,false,false,true,true,EffectsQuality@0;EffectsQuality@1;EffectsQuality@2;EffectsQuality@3;EffectsQuality@Cine,`r.DetailMode=<值>` / `r.DetailMode <值>` 或 INI 中配置,,ECVF_Scalability | ECVF_RenderThreadSafe
r.DFShadowQuality,CVar,string,,r,阴影,All,true,false,false,true,true,ShadowQuality@0;ShadowQuality@1;ShadowQuality@2;ShadowQuality@3,`r.DFShadowQuality=<值>` / `r.DFShadowQuality <值>` 或 INI 中配置,Defines the distance field shadow method which allows to adjust for quality or performance.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.DistanceFieldAO,CVar,string,,r,GI,All,true,false,false,true,true,GlobalIlluminationQuality@0;GlobalIlluminationQuality@1;GlobalIlluminationQuality@2;GlobalIlluminationQuality@3;GlobalIlluminationQuality@Cine,`r.DistanceFieldAO=<值>` / `r.DistanceFieldAO <值>` 或 INI 中配置,"Whether the distance field AO feature is allowed, which is used to implement shadows of Movable sky lights from static meshes.",ECVF_Scalability | ECVF_RenderThreadSafe
r.DistanceFieldShadowing,CVar,string,,r,阴影,All,true,false,false,true,true,ShadowQuality@0;ShadowQuality@1;ShadowQuality@2;ShadowQuality@3;ShadowQuality@Cine,`r.DistanceFieldShadowing=<值>` / `r.DistanceFieldShadowing <值>` 或 INI 中配置,Whether the distance field shadowing feature is allowed.,ECVF_Scalability | ECVF_RenderThreadSafe
r.DOF.Gather.AccumulatorQuality,CVar,int32,1,r,后处理,All,true,false,false,true,true,PostProcessQuality@1;PostProcessQuality@2;PostProcessQuality@3;PostProcessQuality@Cine,`r.DOF.Gather.AccumulatorQuality=<值>` / `r.DOF.Gather.AccumulatorQuality <值>` 或 INI 中配置,Controles the quality of the gathering accumulator.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.DOF.Gather.EnableBokehSettings,CVar,int32,1,r,后处理,All,true,false,false,true,true,PostProcessQuality@1;PostProcessQuality@2;PostProcessQuality@3;PostProcessQuality@Cine,`r.DOF.Gather.EnableBokehSettings=<值>` / `r.DOF.Gather.EnableBokehSettings <值>` 或 INI 中配置,Whether to applies bokeh settings on foreground and background gathering.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.DOF.Gather.PostfilterMethod,CVar,int32,1,r,后处理,All,true,false,false,true,true,PostProcessQuality@1;PostProcessQuality@2;PostProcessQuality@3;PostProcessQuality@Cine,`r.DOF.Gather.PostfilterMethod=<值>` / `r.DOF.Gather.PostfilterMethod <值>` 或 INI 中配置,Method to use to post filter a gather pass.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.DOF.Gather.ResolutionDivisor,CVar,int32,2,r,后处理,All,true,false,false,true,true,PostProcessQuality@1;PostProcessQuality@2;PostProcessQuality@3;PostProcessQuality@Cine,`r.DOF.Gather.ResolutionDivisor=<值>` / `r.DOF.Gather.ResolutionDivisor <值>` 或 INI 中配置,Selects the resolution divisor of the gather pass.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.DOF.Gather.RingCount,CVar,int32,5,r,后处理,All,true,false,false,true,true,PostProcessQuality@1;PostProcessQuality@2;PostProcessQuality@3;PostProcessQuality@Cine,`r.DOF.Gather.RingCount=<值>` / `r.DOF.Gather.RingCount <值>` 或 INI 中配置,Number of rings for gathering kernels [[3; 5]]. Default to 5.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.DOF.Kernel.MaxBackgroundRadius,CVar,float,0.025f,r,后处理,All,true,false,false,true,true,PostProcessQuality@1;PostProcessQuality@2;PostProcessQuality@3;PostProcessQuality@Cine,`r.DOF.Kernel.MaxBackgroundRadius=<值>` / `r.DOF.Kernel.MaxBackgroundRadius <值>` 或 INI 中配置,Maximum size of the background bluring radius in screen space (default=0.025).,ECVF_Scalability | ECVF_RenderThreadSafe
r.DOF.Kernel.MaxForegroundRadius,CVar,float,0.025f,r,后处理,All,true,false,false,true,true,PostProcessQuality@1;PostProcessQuality@2;PostProcessQuality@3;PostProcessQuality@Cine,`r.DOF.Kernel.MaxForegroundRadius=<值>` / `r.DOF.Kernel.MaxForegroundRadius <值>` 或 INI 中配置,Maximum size of the foreground bluring radius in screen space (default=0.025).,ECVF_Scalability | ECVF_RenderThreadSafe
r.DOF.Recombine.EnableBokehSettings,CVar,int32,1,r,后处理,All,true,false,false,true,true,PostProcessQuality@3;PostProcessQuality@Cine,`r.DOF.Recombine.EnableBokehSettings=<值>` / `r.DOF.Recombine.EnableBokehSettings <值>` 或 INI 中配置,Whether to applies bokeh settings on slight out of focus done in recombine pass.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.DOF.Recombine.Quality,CVar,int32,2,r,后处理,All,true,false,false,true,true,PostProcessQuality@1;PostProcessQuality@2;PostProcessQuality@3;PostProcessQuality@Cine,`r.DOF.Recombine.Quality=<值>` / `r.DOF.Recombine.Quality <值>` 或 INI 中配置,Configures the quality of the recombine pass.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.DOF.Scatter.BackgroundCompositing,CVar,int32,2,r,后处理,All,true,false,false,true,true,PostProcessQuality@1;PostProcessQuality@2;PostProcessQuality@3;PostProcessQuality@Cine,`r.DOF.Scatter.BackgroundCompositing=<值>` / `r.DOF.Scatter.BackgroundCompositing <值>` 或 INI 中配置,Compositing mode of the background hybrid scattering.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.DOF.Scatter.EnableBokehSettings,CVar,int32,1,r,后处理,All,true,false,false,true,true,PostProcessQuality@2;PostProcessQuality@3;PostProcessQuality@Cine,`r.DOF.Scatter.EnableBokehSettings=<值>` / `r.DOF.Scatter.EnableBokehSettings <值>` 或 INI 中配置,Whether to enable bokeh settings on scattering.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.DOF.Scatter.ForegroundCompositing,CVar,int32,1,r,后处理,All,true,false,false,true,true,PostProcessQuality@1;PostProcessQuality@2;PostProcessQuality@3;PostProcessQuality@Cine,`r.DOF.Scatter.ForegroundCompositing=<值>` / `r.DOF.Scatter.ForegroundCompositing <值>` 或 INI 中配置,Compositing mode of the foreground hybrid scattering.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.DOF.Scatter.MaxSpriteRatio,CVar,float,0.1f,r,后处理,All,true,false,false,true,true,PostProcessQuality@2;PostProcessQuality@3;PostProcessQuality@Cine,`r.DOF.Scatter.MaxSpriteRatio=<值>` / `r.DOF.Scatter.MaxSpriteRatio <值>` 或 INI 中配置,"Maximum ratio of scattered pixel quad as sprite, usefull to control DOF's scattering upperbound.",ECVF_Scalability | ECVF_RenderThreadSafe
r.DOF.TemporalAAQuality,CVar,int32,1,r,后处理,All,true,false,false,true,true,PostProcessQuality@1;PostProcessQuality@2;PostProcessQuality@3;PostProcessQuality@Cine,`r.DOF.TemporalAAQuality=<值>` / `r.DOF.TemporalAAQuality <值>` 或 INI 中配置,Quality of temporal AA pass done in DOF.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.EmitterSpawnRateScale,CVar,float,1.0,r,通用,All,true,false,false,true,true,EffectsQuality@0;EffectsQuality@1;EffectsQuality@2;EffectsQuality@3;EffectsQuality@Cine,`r.EmitterSpawnRateScale=<值>` / `r.EmitterSpawnRateScale <值>` 或 INI 中配置,A global scale upon the spawn rate of emitters. Emitters can choose to apply or ignore it via their bApplyGlobalSpawnRateScale property.,ECVF_Scalability | ECVF_RenderThreadSafe
r.EyeAdaptationQuality,CVar,int32,2,r,通用,All,true,false,false,true,true,PostProcessQuality@0;PostProcessQuality@1;PostProcessQuality@2;PostProcessQuality@3;PostProcessQuality@Cine,`r.EyeAdaptationQuality=<值>` / `r.EyeAdaptationQuality <值>` 或 INI 中配置,,ECVF_Scalability | ECVF_RenderThreadSafe
r.FastBlurThreshold,CVar,float,7.0f,r,光线追踪,All,true,false,false,true,true,PostProcessQuality@0;PostProcessQuality@1;PostProcessQuality@2;PostProcessQuality@3;PostProcessQuality@Cine,`r.FastBlurThreshold=<值>` / `r.FastBlurThreshold <值>` 或 INI 中配置,Defines at what radius the Gaussian blur optimization kicks in (estimated 25% - 40% faster).\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.Filter.SizeScale,CVar,float,1.0f,r,通用,All,true,false,false,true,true,PostProcessQuality@0;PostProcessQuality@1;PostProcessQuality@2;PostProcessQuality@3;PostProcessQuality@Cine,`r.Filter.SizeScale=<值>` / `r.Filter.SizeScale <值>` 或 INI 中配置,Allows to scale down or up the sample count used for bloom and Gaussian depth of field (scale is clamped to give reasonable results).\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.Fog.SeparateComposition,CVar,int32,-1,r,后处理,All,true,false,false,true,true,EffectsQuality@0;EffectsQuality@1;EffectsQuality@2;EffectsQuality@3;EffectsQuality@Cine,`r.Fog.SeparateComposition=<值>` / `r.Fog.SeparateComposition <值>` 或 INI 中配置,"Renders the fog into its own separate texture that can be then upsample on screen. It will contain height fog, volumetric fog as well as local fog volumes contributions. -1: default behavior, 0: force disabled. 1 force enabled.",ECVF_RenderThreadSafe | ECVF_Scalability
r.FXAA.Quality,CVar,int32,4,r,通用,All,true,false,false,true,true,AntiAliasingQuality@0;AntiAliasingQuality@1;AntiAliasingQuality@2;AntiAliasingQuality@3;AntiAliasingQuality@Cine,`r.FXAA.Quality=<值>` / `r.FXAA.Quality <值>` 或 INI 中配置,Selects the quality permutation of FXAA.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.HairStrands.SkyAO.SampleCount,CVar,string,,r,GI,All,true,false,false,true,true,ShadingQuality@0;ShadingQuality@1;ShadingQuality@2;ShadingQuality@3;ShadingQuality@Cine,`r.HairStrands.SkyAO.SampleCount=<值>` / `r.HairStrands.SkyAO.SampleCount <值>` 或 INI 中配置,Number of samples used for evaluating hair AO (default is set to 16).,ECVF_Scalability | ECVF_RenderThreadSafe
r.HairStrands.SkyLighting.IntegrationType,CVar,string,,r,通用,All,true,false,false,true,true,ShadingQuality@0;ShadingQuality@1;ShadingQuality@2;ShadingQuality@3;ShadingQuality@Cine,`r.HairStrands.SkyLighting.IntegrationType=<值>` / `r.HairStrands.SkyLighting.IntegrationType <值>` 或 INI 中配置,"Hair env. lighting integration type (0:Adhoc, 1:Uniform.",ECVF_Scalability | ECVF_RenderThreadSafe
r.HairStrands.Visibility.MSAA.SamplePerPixel,CVar,string,,r,渲染调试/可视化,All,true,false,false,true,true,ShadingQuality@0;ShadingQuality@1;ShadingQuality@2;ShadingQuality@3;ShadingQuality@Cine,`r.HairStrands.Visibility.MSAA.SamplePerPixel=<值>` / `r.HairStrands.Visibility.MSAA.SamplePerPixel <值>` 或 INI 中配置,"Hair strands visibility sample count (2, 4, or 8)",ECVF_Scalability | ECVF_RenderThreadSafe
r.HeterogeneousVolumes.Allowed,CVar,int32,1,r,通用,All,true,false,false,true,true,EffectsQuality@0;EffectsQuality@1;EffectsQuality@2;EffectsQuality@3;EffectsQuality@Cine,`r.HeterogeneousVolumes.Allowed=<值>` / `r.HeterogeneousVolumes.Allowed <值>` 或 INI 中配置,Whether Heterogeneous Volumes is allowed by scalability and device profiles (Default = 1),ECVF_Scalability | ECVF_RenderThreadSafe
r.HeterogeneousVolumes.ApplyFogInscattering,CVar,int32,2,r,GI,All,true,false,false,true,true,EffectsQuality@Cine,`r.HeterogeneousVolumes.ApplyFogInscattering=<值>` / `r.HeterogeneousVolumes.ApplyFogInscattering <值>` 或 INI 中配置,Determines the method for applying fog in-scattering (default = 2)\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.HeterogeneousVolumes.DownsampleFactor,CVar,float,1.0,r,通用,All,true,false,false,true,true,EffectsQuality@2;EffectsQuality@3;EffectsQuality@Cine,`r.HeterogeneousVolumes.DownsampleFactor=<值>` / `r.HeterogeneousVolumes.DownsampleFactor <值>` 或 INI 中配置,Downsamples the rendered viewport (Default = 1.0),ECVF_Scalability | ECVF_RenderThreadSafe
r.HeterogeneousVolumes.MaxStepCount,CVar,int32,512,r,通用,All,true,false,false,true,true,EffectsQuality@2;EffectsQuality@3;EffectsQuality@Cine,`r.HeterogeneousVolumes.MaxStepCount=<值>` / `r.HeterogeneousVolumes.MaxStepCount <值>` 或 INI 中配置,The maximum ray-marching step count (Default = 512),ECVF_Scalability | ECVF_RenderThreadSafe
r.HeterogeneousVolumes.Shadows.MaxSampleCount,CVar,int32,8,r,阴影,All,true,false,false,true,true,EffectsQuality@Cine,`r.HeterogeneousVolumes.Shadows.MaxSampleCount=<值>` / `r.HeterogeneousVolumes.Shadows.MaxSampleCount <值>` 或 INI 中配置,Maximum sample count when building volumetric shadow map (Default = 8)\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.HeterogeneousVolumes.Shadows.Precision,CVar,int32,0,r,阴影,All,true,false,false,true,true,EffectsQuality@3;EffectsQuality@Cine,`r.HeterogeneousVolumes.Shadows.Precision=<值>` / `r.HeterogeneousVolumes.Shadows.Precision <值>` 或 INI 中配置,Determines the bit-depth precision for shadows,ECVF_Scalability | ECVF_RenderThreadSafe
r.HeterogeneousVolumes.Shadows.Resolution,CVar,int32,512,r,阴影,All,true,false,false,true,true,EffectsQuality@2;EffectsQuality@3;EffectsQuality@Cine,`r.HeterogeneousVolumes.Shadows.Resolution=<值>` / `r.HeterogeneousVolumes.Shadows.Resolution <值>` 或 INI 中配置,Resolution when building volumetric shadow map (Default = 512)\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.HeterogeneousVolumes.Shadows.Type,CVar,int32,1,r,阴影,All,true,false,false,true,true,EffectsQuality@Cine,`r.HeterogeneousVolumes.Shadows.Type=<值>` / `r.HeterogeneousVolumes.Shadows.Type <值>` 或 INI 中配置,0: Adaptive Volumetric Shadow Map\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.HeterogeneousVolumes.UseExistenceMask,CVar,int32,1,r,通用,All,true,false,false,true,true,EffectsQuality@3;EffectsQuality@Cine,`r.HeterogeneousVolumes.UseExistenceMask=<值>` / `r.HeterogeneousVolumes.UseExistenceMask <值>` 或 INI 中配置,Creates an evaluation mask which culls operations to the areas with non-zero extinction (Default = 1),ECVF_Scalability | ECVF_RenderThreadSafe
r.LensFlareQuality,CVar,int32,2,r,后处理,All,true,false,false,true,true,PostProcessQuality@0;PostProcessQuality@1;PostProcessQuality@2;PostProcessQuality@3;PostProcessQuality@Cine,`r.LensFlareQuality=<值>` / `r.LensFlareQuality <值>` 或 INI 中配置,0: off but best for performance\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.LightFunctionQuality,CVar,int32,2,r,通用,All,true,false,false,true,true,ShadowQuality@0;ShadowQuality@1;ShadowQuality@2;ShadowQuality@3;ShadowQuality@Cine,`r.LightFunctionQuality=<值>` / `r.LightFunctionQuality <值>` 或 INI 中配置,,ECVF_Scalability | ECVF_RenderThreadSafe
r.LightMaxDrawDistanceScale,CVar,string,,r,通用,All,true,false,false,true,true,ShadowQuality@0;ShadowQuality@1;ShadowQuality@2;ShadowQuality@3;ShadowQuality@Cine,`r.LightMaxDrawDistanceScale=<值>` / `r.LightMaxDrawDistanceScale <值>` 或 INI 中配置,Scale applied to the MaxDrawDistance of lights.  Useful for fading out local lights more aggressively on some platforms.,ECVF_Scalability | ECVF_RenderThreadSafe
r.LightShaftQuality,CVar,string,,r,通用,All,true,false,false,true,true,PostProcessQuality@0;PostProcessQuality@1;PostProcessQuality@2;PostProcessQuality@3;PostProcessQuality@Cine,`r.LightShaftQuality=<值>` / `r.LightShaftQuality <值>` 或 INI 中配置,Defines the light shaft quality (mobile and non mobile).\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.Lumen.DiffuseIndirect.Allow,CVar,int,1,r,Lumen,All,true,false,false,true,true,GlobalIlluminationQuality@0;GlobalIlluminationQuality@1;GlobalIlluminationQuality@2;GlobalIlluminationQuality@3;GlobalIlluminationQuality@Cine,`r.Lumen.DiffuseIndirect.Allow=<值>` / `r.Lumen.DiffuseIndirect.Allow <值>` 或 INI 中配置,"Whether to allow Lumen Global Illumination.  Lumen GI is enabled in the project settings, this cvar can only disable it.",ECVF_Scalability | ECVF_RenderThreadSafe
r.Lumen.FinalGatherMethod,CVar,int32,1,r,Lumen,All,true,false,false,true,true,GlobalIlluminationQuality@1;GlobalIlluminationQuality@2;GlobalIlluminationQuality@3;GlobalIlluminationQuality@Cine,`r.Lumen.FinalGatherMethod=<值>` / `r.Lumen.FinalGatherMethod <值>` 或 INI 中配置,Lumen Final Gather Method\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.Lumen.HardwareRayTracing.HitLighting.Allowed,CVar,int32,1,r,Lumen,All,true,false,false,true,true,GlobalIlluminationQuality@1;GlobalIlluminationQuality@2;GlobalIlluminationQuality@3;GlobalIlluminationQuality@Cine,`r.Lumen.HardwareRayTracing.HitLighting.Allowed=<值>` / `r.Lumen.HardwareRayTracing.HitLighting.Allowed <值>` 或 INI 中配置,Whether to allow HitLighting,ECVF_RenderThreadSafe | ECVF_Scalability
r.Lumen.Reflections.Allow,CVar,int,1,r,Lumen,All,true,false,false,true,true,ReflectionQuality@0;ReflectionQuality@1;ReflectionQuality@2;ReflectionQuality@3;ReflectionQuality@Cine,`r.Lumen.Reflections.Allow=<值>` / `r.Lumen.Reflections.Allow <值>` 或 INI 中配置,"Whether to allow Lumen Reflections.  Lumen Reflections is enabled in the project settings, this cvar can only disable it.",ECVF_Scalability | ECVF_RenderThreadSafe
r.Lumen.Reflections.DownsampleFactor,CVar,int,1,r,Lumen,All,true,false,false,true,true,ReflectionQuality@2;ReflectionQuality@3;ReflectionQuality@Cine,`r.Lumen.Reflections.DownsampleFactor=<值>` / `r.Lumen.Reflections.DownsampleFactor <值>` 或 INI 中配置,Downsample factor from the main viewport to trace rays. This is the main performance control for the tracing part of the reflections.,ECVF_Scalability | ECVF_RenderThreadSafe
r.Lumen.Reflections.MaxRoughnessToTraceForFoliage,CVar,float,0.2f,r,Lumen,All,true,false,false,true,true,ReflectionQuality@2;ReflectionQuality@3;ReflectionQuality@Cine,`r.Lumen.Reflections.MaxRoughnessToTraceForFoliage=<值>` / `r.Lumen.Reflections.MaxRoughnessToTraceForFoliage <值>` 或 INI 中配置,Max roughness value for which Lumen still traces dedicated reflection rays from foliage pixels. Where foliage pixel is a pixel with two sided or subsurface shading model.,ECVF_Scalability | ECVF_RenderThreadSafe
r.Lumen.Reflections.ScreenSpaceReconstruction.MinWeight,CVar,float,0.0f,r,Lumen,All,true,false,false,true,true,ReflectionQuality@2;ReflectionQuality@3;ReflectionQuality@Cine,`r.Lumen.Reflections.ScreenSpaceReconstruction.MinWeight=<值>` / `r.Lumen.Reflections.ScreenSpaceReconstruction.MinWeight <值>` 或 INI 中配置,"Min neighorhood weight adding some filtering even if we don't find good rays. It helps with noise on thin features when using downsampled tracing, but removes some contact shadows.",ECVF_Scalability | ECVF_RenderThreadSafe
r.Lumen.Reflections.ScreenSpaceReconstruction.NumSamples,CVar,string,,r,Lumen,All,true,false,false,true,true,ReflectionQuality@2;ReflectionQuality@3;ReflectionQuality@Cine,`r.Lumen.Reflections.ScreenSpaceReconstruction.NumSamples=<值>` / `r.Lumen.Reflections.ScreenSpaceReconstruction.NumSamples <值>` 或 INI 中配置,Number of samples to use for the screen space BRDF reweighting reconstruction,ECVF_Scalability | ECVF_RenderThreadSafe
r.Lumen.ScreenProbeGather.DownsampleFactor,CVar,string,,r,Lumen,All,true,false,false,true,true,GlobalIlluminationQuality@2;GlobalIlluminationQuality@3;GlobalIlluminationQuality@Cine,`r.Lumen.ScreenProbeGather.DownsampleFactor=<值>` / `r.Lumen.ScreenProbeGather.DownsampleFactor <值>` 或 INI 中配置,Pixel size of the screen tile that a screen probe will be placed on.,ECVF_Scalability | ECVF_RenderThreadSafe
r.Lumen.ScreenProbeGather.FullResolutionJitterWidth,CVar,string,,r,Lumen,All,true,false,false,true,true,GlobalIlluminationQuality@2;GlobalIlluminationQuality@3;GlobalIlluminationQuality@Cine,`r.Lumen.ScreenProbeGather.FullResolutionJitterWidth=<值>` / `r.Lumen.ScreenProbeGather.FullResolutionJitterWidth <值>` 或 INI 中配置,"Size of the full resolution jitter applied to Screen Probe upsampling, as a fraction of a screen tile.  A width of 1 results in jittering by DownsampleFactor number of pixels.",ECVF_Scalability | ECVF_RenderThreadSafe
r.Lumen.ScreenProbeGather.IrradianceFormat,CVar,string,,r,Lumen,All,true,false,false,true,true,GlobalIlluminationQuality@2;GlobalIlluminationQuality@3;GlobalIlluminationQuality@Cine,`r.Lumen.ScreenProbeGather.IrradianceFormat=<值>` / `r.Lumen.ScreenProbeGather.IrradianceFormat <值>` 或 INI 中配置,Preintegrated irradiance format\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.Lumen.ScreenProbeGather.MaxRoughnessToEvaluateRoughSpecularForFoliage,CVar,float,0.8f,r,Lumen,All,true,false,false,true,true,ReflectionQuality@2;ReflectionQuality@3;ReflectionQuality@Cine,`r.Lumen.ScreenProbeGather.MaxRoughnessToEvaluateRoughSpecularForFoliage=<值>` / `r.Lumen.ScreenProbeGather.MaxRoughnessToEvaluateRoughSpecularForFoliage <值>` 或 INI 中配置,"Maximum roughness value to evaluate rough specular in Screen Probe Gather for foliage pixels, where foliage pixel is a pixel with two sided or subsurface shading model. Lower values reduce GPU cost of integration, but also lose rough specular.",ECVF_Scalability | ECVF_RenderThreadSafe
r.Lumen.ScreenProbeGather.NumAdaptiveProbes,CVar,int32,8,r,Lumen,All,true,false,false,true,true,GlobalIlluminationQuality@2;GlobalIlluminationQuality@3;GlobalIlluminationQuality@Cine,`r.Lumen.ScreenProbeGather.NumAdaptiveProbes=<值>` / `r.Lumen.ScreenProbeGather.NumAdaptiveProbes <值>` 或 INI 中配置,Number of adaptive probes to try to place per default placed uniform screen probe.,ECVF_Scalability | ECVF_RenderThreadSafe
r.Lumen.ScreenProbeGather.RadianceCache.NumProbesToTraceBudget,CVar,int32,100,r,Lumen,All,true,false,false,true,true,GlobalIlluminationQuality@2;GlobalIlluminationQuality@3;GlobalIlluminationQuality@Cine,`r.Lumen.ScreenProbeGather.RadianceCache.NumProbesToTraceBudget=<值>` / `r.Lumen.ScreenProbeGather.RadianceCache.NumProbesToTraceBudget <值>` 或 INI 中配置,Number of radiance cache probes that can be updated per frame.,ECVF_Scalability | ECVF_RenderThreadSafe
r.Lumen.ScreenProbeGather.RadianceCache.ProbeResolution,CVar,string,,r,Lumen,All,true,false,false,true,true,GlobalIlluminationQuality@2;GlobalIlluminationQuality@3;GlobalIlluminationQuality@Cine,`r.Lumen.ScreenProbeGather.RadianceCache.ProbeResolution=<值>` / `r.Lumen.ScreenProbeGather.RadianceCache.ProbeResolution <值>` 或 INI 中配置,Resolution of the probe's 2d radiance layout.  The number of rays traced for the probe will be ProbeResolution ^ 2,ECVF_Scalability | ECVF_RenderThreadSafe
